AssignmentExpression,BinaryExpression,BlockStatement,CallExpression,ControlFlow,ExpressionStatement,Functions,Identifier,Literal,LogicalExpression,MemberExpression,ReturnStatement,UnaryExpression,VariableDeclaration,VariableDeclarator,array_expr_prim_elem,call_expr_str_arg,dom_operations,eval,obj_expr_prop_val,str_Constructor,str_charAt,str_charCodeAt,str_concat,str_fromCharCode,str_replace,str_slice,str_split,str_substring,var_with_str_assign,ConditionalExpression,ObjectExpressions,Property,SequenceExpression,EmptyStatement,Exceptions,Loops,NewExpression,ObjectPattern,TemplateElement,TemplateLiteral,ThisExpression,UpdateExpression,ArrayPattern,BreakStatement,SwitchCase,ContinueStatement,AssignmentPattern,LabeledStatement,Class,Imports,ClassBody,ClassDeclaration,MethodDefinition,Super,AwaitExpression,SpreadElement,RestElement,Exports,ClassExpression,ChainExpression,TaggedTemplateExpression,ExportAllDeclaration,DebuggerStatement,YieldExpression
33,9,23,76,13,49,10,313,4026,37,124,8,12,19,21,198,54,29,0,1472,0,0,0,0,0,0,0,0,0,0,2,460,1961,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,796,37,124,8,12,19,21,22,54,29,0,277,0,0,0,0,0,0,0,0,0,0,2,103,361,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1353,37,124,8,12,19,21,52,54,29,0,493,0,0,0,0,0,0,0,0,0,0,2,158,636,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,858,37,124,8,12,19,21,11,54,29,0,288,0,0,0,0,0,0,0,0,0,0,2,107,395,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4223,37,124,8,12,19,21,320,54,29,0,1520,0,0,0,0,0,0,0,0,0,0,2,447,1988,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1712,37,124,8,12,19,21,63,54,29,0,608,0,0,0,0,0,0,0,0,0,0,2,203,826,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,3716,37,124,8,12,19,21,184,54,29,0,1371,0,0,0,0,0,0,0,0,0,0,2,411,1796,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1444,37,124,8,12,19,21,50,54,29,0,522,0,0,0,0,0,0,0,0,0,0,2,166,686,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,2802,37,124,8,12,19,21,229,54,29,0,987,0,0,0,0,0,0,0,0,0,0,2,300,1300,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,849,37,124,8,12,19,21,25,54,29,0,294,0,0,0,0,0,0,0,0,0,0,2,110,389,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4999,37,124,8,12,19,21,206,54,29,0,1849,0,0,0,0,0,0,0,0,0,0,2,647,2545,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4970,37,124,8,12,19,21,191,54,29,0,1831,0,0,0,0,0,0,0,0,0,0,2,643,2538,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,2719,37,124,8,12,19,21,76,54,29,0,1010,0,0,0,0,0,0,0,0,0,0,2,414,1428,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,2505,37,124,8,12,19,21,62,54,29,0,942,0,0,0,0,0,0,0,0,0,0,2,393,1324,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,5030,37,124,8,12,19,21,209,54,29,0,1857,0,0,0,0,0,0,0,0,0,0,2,650,2559,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,5016,37,124,8,12,19,21,241,54,29,0,1851,0,0,0,0,0,0,0,0,0,0,2,645,2536,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4954,37,124,8,12,19,21,193,54,29,0,1855,0,0,0,0,0,0,0,0,0,0,2,638,2529,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,5002,37,124,8,12,19,21,189,54,29,0,1841,0,0,0,0,0,0,0,0,0,0,2,649,2555,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4403,37,124,8,12,19,21,208,54,29,0,1611,0,0,0,0,0,0,0,0,0,0,2,583,2234,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,5062,37,124,8,12,19,21,221,54,29,0,1877,0,0,0,0,0,0,0,0,0,0,2,652,2569,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4890,37,124,8,12,19,21,206,54,29,0,1800,0,0,0,0,0,0,0,0,0,0,2,633,2489,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1854,37,124,8,12,19,21,77,54,29,0,673,0,0,0,0,0,0,0,0,0,0,2,216,887,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,764,37,124,8,12,19,21,9,54,29,0,275,0,0,0,0,0,0,0,0,0,0,2,93,349,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1669,37,124,8,12,19,21,60,54,29,0,592,0,0,0,0,0,0,0,0,0,0,2,202,804,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,3899,37,124,8,12,19,21,173,54,29,0,1446,0,0,0,0,0,0,0,0,0,0,2,428,1898,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4606,37,124,8,12,19,21,207,54,29,0,1707,0,0,0,0,0,0,0,0,0,0,2,513,2251,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,5502,37,124,8,12,19,21,351,54,29,0,2086,0,0,0,0,0,0,0,0,0,0,2,651,2669,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,5226,37,124,8,12,19,21,312,54,29,0,1946,0,0,0,0,0,0,0,0,0,0,2,578,2537,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,945,37,124,8,12,19,21,25,54,29,0,339,0,0,0,0,0,0,0,0,0,0,2,115,437,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4733,37,124,8,12,19,21,189,54,29,0,1797,0,0,0,0,0,0,0,0,0,0,2,574,2349,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,2028,37,124,8,12,19,21,133,54,29,0,746,0,0,0,0,0,0,0,0,0,0,2,233,949,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1773,37,124,8,12,19,21,148,54,29,0,626,0,0,0,0,0,0,0,0,0,0,2,200,804,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1902,37,124,8,12,19,21,77,54,29,0,680,0,0,0,0,0,0,0,0,0,0,2,228,918,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,840,37,124,8,12,19,21,21,54,29,0,291,0,0,0,0,0,0,0,0,0,0,2,106,386,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,3454,37,124,8,12,19,21,215,54,29,0,1205,0,0,0,0,0,0,0,0,0,0,2,354,1652,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,3974,37,124,8,12,19,21,195,54,29,0,1431,0,0,0,0,0,0,0,0,0,0,2,437,1932,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4586,37,124,8,12,19,21,299,54,29,0,1641,0,0,0,0,0,0,0,0,0,0,2,520,2207,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4283,37,124,8,12,19,21,210,54,29,0,1597,0,0,0,0,0,0,0,0,0,0,2,485,2081,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,2411,37,124,8,12,19,21,132,54,29,0,873,0,0,0,0,0,0,0,0,0,0,2,269,1148,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4670,37,124,8,12,19,21,229,54,29,0,1720,0,0,0,0,0,0,0,0,0,0,2,567,2309,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4648,37,124,8,12,19,21,236,54,29,0,1737,0,0,0,0,0,0,0,0,0,0,2,553,2279,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1179,37,124,8,12,19,21,38,54,29,0,422,0,0,0,0,0,0,0,0,0,0,2,144,553,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,3987,37,124,8,12,19,21,197,54,29,0,1413,0,0,0,0,0,0,0,0,0,0,2,439,1947,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,6595,37,124,8,12,19,21,465,54,29,0,2430,0,0,0,0,0,0,0,0,0,0,2,825,3234,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1231,37,124,8,12,19,21,63,54,29,0,428,0,0,0,0,0,0,0,0,0,0,2,144,569,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,3100,37,124,8,12,19,21,219,54,29,0,1082,0,0,0,0,0,0,0,0,0,0,2,323,1467,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1569,37,124,8,12,19,21,69,54,29,0,562,0,0,0,0,0,0,0,0,0,0,2,179,742,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,665,37,124,8,12,19,21,9,54,29,0,230,0,0,0,0,0,0,0,0,0,0,2,92,301,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,6082,37,124,8,12,19,21,366,54,29,0,2300,0,0,0,0,0,0,0,0,0,0,2,758,2972,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,5581,37,124,8,12,19,21,327,54,29,0,2055,0,0,0,0,0,0,0,0,0,0,2,713,2768,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,5263,37,124,8,12,19,21,366,54,29,0,1905,0,0,0,0,0,0,0,0,0,0,2,589,2562,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,6257,37,124,8,12,19,21,392,54,29,0,2354,0,0,0,0,0,0,0,0,0,0,2,765,3058,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1667,37,124,8,12,19,21,90,54,29,0,587,0,0,0,0,0,0,0,0,0,0,2,172,777,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,2685,37,124,8,12,19,21,113,54,29,0,981,0,0,0,0,0,0,0,0,0,0,2,310,1298,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,6148,37,124,8,12,19,21,372,54,29,0,2328,0,0,0,0,0,0,0,0,0,0,2,759,3016,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,3676,37,124,8,12,19,21,232,54,29,0,1300,0,0,0,0,0,0,0,0,0,0,2,387,1768,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,5311,37,124,8,12,19,21,330,54,29,0,1993,0,0,0,0,0,0,0,0,0,0,2,632,2565,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,6254,37,124,8,12,19,21,381,54,29,0,2371,0,0,0,0,0,0,0,0,0,0,2,774,3063,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1315,37,124,8,12,19,21,61,54,29,0,473,0,0,0,0,0,0,0,0,0,0,2,162,614,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,3846,37,124,8,12,19,21,162,54,29,0,1440,0,0,0,0,0,0,0,0,0,0,2,471,1887,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,2187,37,124,8,12,19,21,141,54,29,0,785,0,0,0,0,0,0,0,0,0,0,2,232,1024,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1640,37,124,8,12,19,21,76,54,29,0,569,0,0,0,0,0,0,0,0,0,0,2,193,778,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,3050,37,124,8,12,19,21,165,54,29,0,1104,0,0,0,0,0,0,0,0,0,0,2,328,1461,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1487,37,124,8,12,19,21,79,54,29,0,513,0,0,0,0,0,0,0,0,0,0,2,169,698,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,635,37,124,8,12,19,21,14,54,29,0,217,0,0,0,0,0,0,0,0,0,0,2,87,282,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,6326,37,124,8,12,19,21,392,54,29,0,2423,0,0,0,0,0,0,0,0,0,0,2,786,3094,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1075,37,124,8,12,19,21,37,54,29,0,374,0,0,0,0,0,0,0,0,0,0,2,135,500,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4461,37,124,8,12,19,21,267,54,29,0,1651,0,0,0,0,0,0,0,0,0,0,2,497,2147,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,2525,37,124,8,12,19,21,124,54,29,0,883,0,0,0,0,0,0,0,0,0,0,2,267,1211,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4874,37,124,8,12,19,21,250,54,29,0,1783,0,0,0,0,0,0,0,0,0,0,2,549,2372,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,2232,37,124,8,12,19,21,63,54,29,0,836,0,0,0,0,0,0,0,0,0,0,2,271,1103,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,702,37,124,8,12,19,21,15,54,29,0,240,0,0,0,0,0,0,0,0,0,0,2,93,316,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4978,37,124,8,12,19,21,311,54,29,0,1860,0,0,0,0,0,0,0,0,0,0,2,599,2416,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,2970,37,124,8,12,19,21,186,54,29,0,1082,0,0,0,0,0,0,0,0,0,0,2,345,1411,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4285,37,124,8,12,19,21,279,54,29,0,1550,0,0,0,0,0,0,0,0,0,0,2,468,2049,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,5055,37,124,8,12,19,21,236,54,29,0,1919,0,0,0,0,0,0,0,0,0,0,2,610,2480,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1435,37,124,8,12,19,21,51,54,29,0,519,0,0,0,0,0,0,0,0,0,0,2,167,678,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1864,37,124,8,12,19,21,80,54,29,0,682,0,0,0,0,0,0,0,0,0,0,2,223,888,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,3873,37,124,8,12,19,21,207,54,29,0,1382,0,0,0,0,0,0,0,0,0,0,2,409,1875,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4213,37,124,8,12,19,21,253,54,29,0,1540,0,0,0,0,0,0,0,0,0,0,2,455,2018,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1439,37,124,8,12,19,21,55,54,29,0,523,0,0,0,0,0,0,0,0,0,0,2,175,685,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4174,37,124,8,12,19,21,244,54,29,0,1524,0,0,0,0,0,0,0,0,0,0,2,468,2015,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4337,37,124,8,12,19,21,263,54,29,0,1587,0,0,0,0,0,0,0,0,0,0,2,476,2085,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,3936,37,124,8,12,19,21,189,54,29,0,1412,0,0,0,0,0,0,0,0,0,0,2,407,1919,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4543,37,124,8,12,19,21,245,54,29,0,1679,0,0,0,0,0,0,0,0,0,0,2,525,2227,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4281,37,124,8,12,19,21,235,54,29,0,1563,0,0,0,0,0,0,0,0,0,0,2,467,2075,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4440,37,124,8,12,19,21,200,54,29,0,1639,0,0,0,0,0,0,0,0,0,0,2,519,2199,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,3755,37,124,8,12,19,21,192,54,29,0,1367,0,0,0,0,0,0,0,0,0,0,2,406,1812,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,591,37,124,8,12,19,21,9,54,29,0,201,0,0,0,0,0,0,0,0,0,0,2,82,261,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1974,37,124,8,12,19,21,79,54,29,0,714,0,0,0,0,0,0,0,0,0,0,2,256,962,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,856,37,124,8,12,19,21,27,54,29,0,297,0,0,0,0,0,0,0,0,0,0,2,108,389,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,588,37,124,8,12,19,21,10,54,29,0,199,0,0,0,0,0,0,0,0,0,0,2,81,259,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,1050,37,124,8,12,19,21,26,54,29,0,373,0,0,0,0,0,0,0,0,0,0,2,127,490,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,816,37,124,8,12,19,21,18,54,29,0,289,0,0,0,0,0,0,0,0,0,0,2,106,375,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4288,37,124,8,12,19,21,206,54,29,0,1567,0,0,0,0,0,0,0,0,0,0,2,492,2092,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4590,37,124,8,12,19,21,191,54,29,0,1700,0,0,0,0,0,0,0,0,0,0,2,556,2269,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,2892,37,124,8,12,19,21,206,54,29,0,1021,0,0,0,0,0,0,0,0,0,0,2,320,1359,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,819,37,124,8,12,19,21,16,54,29,0,280,0,0,0,0,0,0,0,0,0,0,2,104,376,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,4216,37,124,8,12,19,21,275,54,29,0,1501,0,0,0,0,0,0,0,0,0,0,2,448,2035,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,23,76,13,49,10,313,5198,37,124,8,12,19,21,212,54,29,0,1925,0,0,0,0,0,0,0,0,0,0,2,631,2638,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
