file_length,empty_space,string_count,avg_str_length,str_concatenation,minified,unused_function,return_string,Class
30038,0.18,377,23.56,88,0,2,1,Benign
31279,0.18,377,24.12,88,0,2,1,Benign
27286,0.2,355,20.9,88,0,2,1,Benign
29705,0.18,377,23.48,88,0,2,1,Benign
27669,0.2,355,21.95,88,0,2,1,Benign
35296,0.16,487,25.26,88,0,2,1,Benign
38170,0.14,465,28.3,88,0,2,1,Benign
33535,0.16,462,25.38,88,0,2,1,Benign
31587,0.17,421,24.96,88,0,2,1,Benign
28197,0.19,377,21.63,88,0,2,1,Benign
39378,0.14,509,26.67,88,0,2,1,Benign
38311,0.14,528,27.28,88,0,2,1,Benign
34087,0.16,462,27.15,88,0,2,1,Benign
29896,0.18,396,24.54,88,0,2,1,Benign
32431,0.17,440,26.32,88,0,2,1,Benign
34510,0.16,462,27.3,88,0,2,1,Benign
33372,0.16,462,25.27,88,0,2,1,Benign
31844,0.17,440,24.62,88,0,2,1,Benign
33570,0.16,462,25.33,88,0,2,1,Benign
33628,0.16,462,25.35,88,0,2,1,Benign
10607,0.28,87,13.63,72,0,0,0,Benign
32176,0.16,378,26.36,84,0,2,1,Benign
38433,0.14,444,28.9,84,0,2,1,Benign
28610,0.19,378,24.2,84,0,2,1,Benign
40906,0.13,378,37.43,84,0,2,1,Benign
58136,0.09,642,34.82,84,0,2,1,Benign
39897,0.13,510,29.97,84,0,2,1,Benign
53105,0.1,642,33.45,84,0,2,1,Benign
68033,0.08,576,38.82,84,0,2,1,Benign
39072,0.14,378,34.05,84,0,2,1,Benign
35175,0.15,466,27.9,84,0,2,1,Benign
28787,0.18,378,24.13,84,0,2,1,Benign
28089,0.19,378,23.9,84,0,2,1,Benign
26824,0.2,347,22.09,88,0,2,1,Benign
34602,0.15,501,28.09,88,0,2,1,Benign
43425,0.12,479,30.87,88,0,2,1,Benign
31048,0.17,435,25.68,88,0,2,1,Benign
33400,0.16,456,27.45,88,0,2,1,Benign
31772,0.17,408,26.07,88,0,2,1,Benign
31913,0.17,432,26.33,88,0,2,1,Benign
28489,0.19,360,23.43,88,0,2,1,Benign
27264,0.2,336,22.19,88,0,2,1,Benign
26957,0.2,360,22.58,88,0,2,1,Benign
35614,0.15,480,28.25,88,0,2,1,Benign
10647,0.28,87,13.72,72,0,0,0,Benign
29375,0.19,408,24.85,88,0,2,1,Benign
28037,0.19,360,23.22,88,0,2,1,Benign
29749,0.18,384,24.66,88,0,2,1,Benign
31122,0.18,384,25.17,88,0,2,1,Benign
54556,0.1,800,33.22,90,0,2,1,Benign
336182,0.02,3440,46.41,90,0,2,1,Benign
66721,0.08,932,35.15,120,0,2,1,Benign
45975,0.12,646,31.34,90,0,2,1,Benign
29515,0.18,374,22.54,88,0,2,1,Benign
38700,0.14,558,28.83,90,0,2,1,Benign
57232,0.1,822,33.62,90,0,2,1,Benign
26032,0.21,338,20.83,90,0,2,1,Benign
33765,0.16,418,26.13,88,0,2,1,Benign
36037,0.15,506,27.76,88,0,2,1,Benign
10620,0.28,87,13.78,72,0,0,0,Benign
34985,0.16,484,27.38,88,0,2,1,Benign
12822,0.19,172,7.2,81,0,3,0,Benign
6827,0.22,121,7.56,51,0,3,0,Benign
1849,0.23,41,5.12,17,0,1,0,Benign
108,0.04,10,4.7,0,0,0,0,Benign
28012,0.34,345,11.32,137,0,8,0,Benign
9121,0.17,209,6.15,73,0,3,0,Benign
7596,0.14,150,11.46,94,0,2,0,Benign
4552,0.23,106,3.64,27,0,1,0,Benign
3795,0.06,38,7.74,18,0,0,0,Benign
128836,0.3,3700,12.2,292,0,21,21,Benign
31243,0.14,536,9.01,266,0,19,21,Benign
27905,0.09,498,5.25,242,0,19,21,Benign
37893,0.09,686,8.91,353,0,22,21,Benign
40960,0.06,665,8.36,365,0,22,22,Benign
53668,0.15,715,8.53,439,0,22,21,Benign
41696,0.06,670,7.87,382,0,22,21,Benign
26863,0.11,471,5.16,259,0,19,21,Benign
22772,0.02,472,6.8,277,0,20,21,Benign
34896,0.15,580,10.04,274,0,20,21,Benign
24036,0.06,469,6.28,252,0,19,21,Benign
29854,0.14,524,6.79,266,0,19,21,Benign
27021,0.03,510,6.76,270,0,19,21,Benign
30080,0.04,536,6.75,267,0,21,22,Benign
28095,0.13,506,6.36,262,0,19,21,Benign
27755,0.12,508,6.45,260,0,19,21,Benign
29543,0.14,523,6.93,266,0,19,21,Benign
28351,0.13,513,6.61,262,0,19,21,Benign
1563,0.07,13,4.54,0,1,0,0,Benign
1750,0.06,13,18.92,0,1,0,0,Benign
1552,0.07,13,3.69,0,1,0,0,Benign
1363,0.07,13,3.77,0,1,0,0,Benign
1612,0.06,13,8.31,0,1,0,0,Benign
1662,0.06,13,12.15,0,1,0,0,Benign
1553,0.07,13,3.77,0,1,0,0,Benign
1753,0.06,13,19.15,0,1,0,0,Benign
1549,0.07,13,3.46,0,1,0,0,Benign
1384,0.04,21,10.95,1,0,0,0,Benign
6625,0.41,114,6.18,26,0,2,0,Benign
5070,0.4,104,6.65,18,0,1,0,Benign
1612,0.02,40,4.53,30,0,2,0,Benign
15090,0.06,195,37.29,12,0,1,2,Benign
13015,0.05,170,41.09,3,0,0,0,Benign
8103,0.06,124,39.06,2,0,0,0,Benign
13007,0.05,170,41.04,3,0,0,0,Benign
13133,0.05,170,41.78,3,0,0,0,Benign
13046,0.05,170,41.27,3,0,0,0,Benign
15114,0.06,195,37.42,12,0,1,2,Benign
9335,0.06,137,38.77,2,0,0,0,Benign
285,0.15,2,29.0,0,0,0,0,Benign
5081,0.02,242,15.73,3,0,0,0,Benign
28840,0.02,709,9.43,515,0,21,20,Benign
37056,0.09,668,8.5,323,0,21,21,Benign
44463,0.04,673,5.74,341,0,22,21,Benign
36140,0.16,576,6.35,283,0,21,24,Benign
71327,0.23,783,5.82,429,0,23,21,Benign
76535,0.23,1023,8.51,396,0,34,21,Benign
35887,0.24,546,6.86,256,0,25,21,Benign
4268,0.19,62,12.61,4,0,1,0,Benign
26893,0.11,480,5.14,260,0,19,21,Benign
584,0.42,27,5.52,0,0,0,0,Benign
884,0.23,4,7.75,3,0,0,0,Benign
12620,0.29,169,16.69,23,0,0,0,Benign
6671,0.06,58,10.81,20,0,1,0,Benign
4740,0.33,34,8.41,9,0,1,0,Benign
41263,0.09,706,9.58,354,0,22,21,Benign
11971,0.27,101,12.14,20,0,1,0,Benign
11964,0.27,101,12.07,20,0,1,0,Benign
11965,0.27,101,12.08,20,0,1,0,Benign
30710,0.07,550,11.98,264,0,19,22,Benign
34747,0.12,627,8.83,372,0,25,21,Benign
30713,0.07,550,11.98,264,0,19,22,Benign
22931,0.06,465,5.2,244,0,19,21,Benign
30714,0.07,550,11.98,264,0,19,22,Benign
20416,0.02,430,4.89,243,0,19,21,Benign
30711,0.07,550,11.98,264,0,19,22,Benign
22899,0.05,476,5.42,247,0,19,21,Benign
25332,0.09,492,5.58,244,0,19,21,Benign
25290,0.08,486,5.65,244,0,19,21,Benign
1370,0.31,18,8.78,1,0,0,0,Benign
1366,0.31,18,8.56,1,0,0,0,Benign
23007,0.06,472,5.15,244,0,19,21,Benign
23061,0.06,459,5.79,242,0,19,21,Benign
4723,0.15,81,19.19,7,0,1,0,Benign
4225,0.16,67,19.64,7,0,1,0,Benign
4733,0.15,81,19.31,7,0,1,0,Benign
3847,0.16,61,20.3,3,0,1,0,Benign
5311,0.28,109,11.82,0,0,0,0,Benign
3890,0.34,84,9.86,0,0,0,0,Benign
4080,0.31,72,12.49,0,0,0,0,Benign
3864,0.3,89,9.63,0,0,0,0,Benign
9075,0.17,163,22.18,1,0,0,0,Benign
13615,0.14,211,12.4,52,0,3,1,Benign
3834,0.32,79,10.39,0,0,0,0,Benign
13591,0.14,211,12.28,52,0,3,1,Benign
3740,0.31,83,9.84,0,0,0,0,Benign
13578,0.14,211,12.22,52,0,3,1,Benign
13585,0.14,211,12.26,52,0,3,1,Benign
13601,0.14,211,12.33,52,0,3,1,Benign
13606,0.14,211,12.36,52,0,3,1,Benign
13626,0.14,211,12.45,52,0,3,1,Benign
13595,0.14,211,12.3,52,0,3,1,Benign
13431,0.14,207,12.14,52,0,3,1,Benign
13426,0.14,207,12.12,52,0,3,1,Benign
13633,0.14,211,12.48,52,0,3,1,Benign
13442,0.14,207,12.19,52,0,3,1,Benign
13440,0.14,207,12.18,52,0,3,1,Benign
13427,0.14,207,12.12,52,0,3,1,Benign
13637,0.14,211,12.5,52,0,3,1,Benign
13620,0.14,211,12.42,52,0,3,1,Benign
13643,0.14,211,12.53,52,0,3,1,Benign
13610,0.14,211,12.37,52,0,3,1,Benign
13448,0.14,207,12.22,52,0,3,1,Benign
13584,0.14,211,12.25,52,0,3,1,Benign
13605,0.14,211,12.35,52,0,3,1,Benign
13614,0.14,211,12.39,52,0,3,1,Benign
7705,0.23,113,26.75,7,0,0,0,Benign
7888,0.23,117,26.07,7,0,0,0,Benign
7875,0.23,117,25.96,7,0,0,0,Benign
7882,0.23,117,26.02,7,0,0,0,Benign
7883,0.23,117,26.03,7,0,0,0,Benign
7878,0.23,117,25.98,7,0,0,0,Benign
7903,0.23,117,26.2,7,0,0,0,Benign
7887,0.23,117,26.03,7,0,0,0,Benign
7877,0.23,117,25.97,7,0,0,0,Benign
7892,0.23,117,26.1,7,0,0,0,Benign
7886,0.23,117,26.05,7,0,0,0,Benign
7733,0.23,113,27.04,7,0,0,0,Benign
7716,0.23,113,26.88,7,0,0,0,Benign
7713,0.23,113,26.82,7,0,0,0,Benign
6733,0.22,125,18.15,0,0,0,0,Benign
7740,0.23,113,27.06,7,0,0,0,Benign
66936,0.0,3085,15.49,21,0,0,0,Benign
3575,0.08,51,14.06,4,0,3,0,Benign
3347,0.15,38,10.97,24,0,1,0,Benign
18109,0.17,543,12.9,38,0,5,1,Benign
15057,0.06,328,23.7,17,0,3,1,Benign
10595,0.21,156,8.34,42,0,5,1,Benign
3089,0.08,63,7.38,16,0,3,1,Benign
5042,0.16,77,8.36,21,0,4,1,Benign
6086,0.03,238,18.18,3,0,0,0,Benign
332,0.05,2,5.0,0,0,0,0,Benign
21162,0.02,452,5.02,232,0,19,19,Benign
12136,0.15,141,18.0,21,0,0,0,Benign
12134,0.15,141,17.99,21,0,0,0,Benign
12127,0.15,141,17.94,21,0,0,0,Benign
12146,0.15,141,18.07,21,0,0,0,Benign
12466,0.15,144,18.02,21,0,0,0,Benign
12476,0.15,144,18.09,21,0,0,0,Benign
12480,0.15,144,18.12,21,0,0,0,Benign
12478,0.15,144,18.1,21,0,0,0,Benign
12472,0.15,144,18.06,21,0,0,0,Benign
12465,0.15,144,18.01,21,0,0,0,Benign
3183,0.25,28,6.43,1,0,2,0,Benign
12365,0.15,144,17.32,21,0,0,0,Benign
12468,0.15,144,18.03,21,0,0,0,Benign
12511,0.15,144,18.19,21,0,0,0,Benign
12537,0.15,145,18.09,21,0,0,0,Benign
12515,0.15,144,18.22,21,0,0,0,Benign
12496,0.15,144,18.13,21,0,0,0,Benign
12510,0.15,144,18.23,21,0,0,0,Benign
12503,0.15,144,18.13,21,0,0,0,Benign
12507,0.15,144,18.16,21,0,0,0,Benign
12170,0.15,141,18.24,21,0,0,0,Benign
12513,0.15,144,18.2,21,0,0,0,Benign
12174,0.15,141,18.27,21,0,0,0,Benign
12160,0.15,141,18.17,21,0,0,0,Benign
12325,0.15,196,17.91,26,0,1,0,Benign
12150,0.15,141,18.1,21,0,0,0,Benign
12180,0.15,141,18.31,21,0,0,0,Benign
12175,0.15,141,18.28,21,0,0,0,Benign
12164,0.15,141,18.2,21,0,0,0,Benign
12165,0.15,141,18.21,21,0,0,0,Benign
12151,0.15,141,18.11,21,0,0,0,Benign
12171,0.15,141,18.25,21,0,0,0,Benign
12152,0.15,141,18.11,21,0,0,0,Benign
12162,0.15,141,18.18,21,0,0,0,Benign
12193,0.15,141,18.4,21,0,0,0,Benign
12179,0.15,141,18.3,21,0,0,0,Benign
12153,0.15,141,18.12,21,0,0,0,Benign
12156,0.15,141,18.14,21,0,0,0,Benign
12167,0.15,141,18.22,21,0,0,0,Benign
12182,0.15,141,18.33,21,0,0,0,Benign
12173,0.15,141,18.26,21,0,0,0,Benign
12168,0.15,141,18.23,21,0,0,0,Benign
12573,0.15,146,18.14,21,0,0,0,Benign
12172,0.15,141,18.26,21,0,0,0,Benign
12176,0.15,141,18.28,21,0,0,0,Benign
1655,0.26,22,10.32,1,0,1,0,Benign
1818,0.15,43,18.88,0,0,0,0,Benign
1644,0.17,40,19.5,0,0,0,0,Benign
20208,0.13,298,9.03,117,0,6,0,Benign
2244,0.16,36,30.89,0,0,0,0,Benign
4041,0.05,43,8.86,8,0,1,0,Benign
3476,0.39,61,6.57,19,0,5,0,Benign
8659,0.43,114,7.39,51,0,5,0,Benign
23923,0.06,482,5.81,238,0,23,20,Benign
25989,0.08,506,6.79,255,0,24,20,Benign
16292,0.05,905,10.45,7,0,0,0,Benign
219,0.23,2,12.0,0,0,0,0,Benign
210,0.2,2,12.5,0,0,0,0,Benign
14181,0.0,620,19.25,0,0,0,0,Benign
42623,0.11,1754,14.85,187,0,5,0,Benign
172,0.25,1,12.0,0,0,0,0,Benign
195,0.05,3,30.67,0,0,0,0,Benign
3064,0.41,38,9.37,0,0,1,0,Benign
299,0.06,6,20.33,2,0,0,0,Benign
8732,0.5,103,16.03,40,0,3,0,Benign
2579,0.41,41,7.59,4,0,0,0,Benign
11709,0.18,220,13.37,11,0,5,0,Benign
13739,0.2,241,14.58,8,0,6,0,Benign
11007,0.16,218,13.04,9,0,4,0,Benign
11058,0.16,218,13.28,11,0,4,0,Benign
11146,0.18,188,13.63,10,0,4,0,Benign
11040,0.16,218,13.19,7,0,4,0,Benign
12821,0.18,219,15.05,16,0,5,0,Benign
10963,0.16,218,12.84,13,0,4,0,Benign
137481,0.07,1936,17.42,573,0,185,6,Benign
115,0.01,2,24.0,0,0,1,0,Benign
4258,0.21,45,11.47,28,0,3,0,Benign
41257,0.02,1130,15.13,208,0,50,1,Benign
60008,0.02,1081,12.31,398,0,117,2,Benign
31617,0.01,940,11.87,226,0,37,1,Benign
106312,0.02,1960,11.64,702,0,201,9,Benign
70250,0.02,1122,11.06,442,0,142,1,Benign
25310,0.05,915,17.38,27,0,0,0,Benign
18938,0.05,862,11.74,24,0,0,0,Benign
67915,0.1,809,73.64,6,0,0,0,Benign
26692,0.06,914,19.03,27,0,0,0,Benign
520602,0.09,9715,46.66,25,0,0,0,Benign
152355,0.11,1010,135.45,27,0,0,0,Benign
152478,0.12,794,178.34,6,0,0,0,Benign
716,0.05,18,10.67,6,0,0,0,Benign
38707,0.15,1009,9.37,387,0,0,0,Benign
54300,0.02,1575,23.9,23,0,11,0,Benign
11797,0.05,188,35.38,17,0,1,0,Benign
2545,0.09,28,13.43,3,0,2,0,Benign
1228,0.13,16,15.19,3,1,1,0,Benign
4682,0.31,53,11.53,4,0,1,0,Benign
2447,0.3,21,13.38,0,0,1,0,Benign
1285,0.12,18,14.28,3,0,1,0,Benign
2601,0.24,40,16.77,0,0,4,0,Benign
10541,0.4,77,10.86,8,0,4,0,Benign
12802,0.44,64,10.28,8,0,5,0,Benign
10504,0.37,60,12.22,4,0,6,0,Benign
1014,0.01,25,8.76,0,0,0,0,Benign
3274,0.01,67,5.58,30,0,3,0,Benign
2507,0.01,63,5.65,30,0,2,0,Benign
7527,0.09,94,5.52,56,0,4,0,Benign
61436,0.0,3942,10.57,0,0,3,0,Benign
61157,0.0,3921,10.59,0,0,3,0,Benign
498617,0.01,15130,27.57,2,0,3,0,Benign
370355,0.01,11473,26.72,6,0,3,0,Benign
388707,0.01,9932,33.38,0,0,3,0,Benign
509135,0.01,26778,13.93,0,0,3,0,Benign
327689,0.01,9691,28.34,3,0,3,0,Benign
446806,0.0,11682,32.61,3,0,3,0,Benign
417365,0.01,24269,12.11,1,0,3,0,Benign
356649,0.01,10554,28.14,0,0,3,0,Benign
377188,0.01,22130,11.84,0,0,3,0,Benign
355238,0.01,10278,28.82,0,0,3,0,Benign
366639,0.01,21611,11.72,0,0,3,0,Benign
327076,0.01,8992,30.83,0,0,3,0,Benign
80475,0.0,4456,13.07,0,0,3,0,Benign
292095,0.02,16366,12.71,3,0,3,0,Benign
441991,0.01,24597,12.86,0,0,3,0,Benign
503410,0.0,13065,32.81,2,0,3,0,Benign
40794,0.02,859,4.95,484,0,38,42,Benign
17911,0.02,397,4.31,226,0,19,20,Benign
4228,0.21,103,17.39,2,0,1,0,Benign
38526,0.02,829,4.6,468,0,42,41,Benign
60110,0.25,788,8.16,399,0,27,21,Benign
5771,0.31,96,12.0,18,0,1,1,Benign
5790,0.31,96,12.2,18,0,1,1,Benign
5769,0.31,96,11.98,18,0,1,1,Benign
5782,0.31,96,12.11,18,0,1,1,Benign
5781,0.31,96,12.1,18,0,1,1,Benign
5765,0.31,96,11.94,18,0,1,1,Benign
5808,0.31,96,12.39,18,0,1,1,Benign
5770,0.31,96,11.99,18,0,1,1,Benign
5765,0.31,96,11.93,18,0,1,1,Benign
5768,0.31,96,11.97,18,0,1,1,Benign
5778,0.31,96,12.07,18,0,1,1,Benign
5779,0.31,96,12.08,18,0,1,1,Benign
5798,0.31,96,12.28,18,0,1,1,Benign
5777,0.31,96,12.06,18,0,1,1,Benign
5792,0.31,96,12.22,18,0,1,1,Benign
5776,0.31,96,12.05,18,0,1,1,Benign
5825,0.31,96,12.56,18,0,1,1,Benign
5791,0.31,96,12.21,18,0,1,1,Benign
5799,0.31,96,12.29,18,0,1,1,Benign
5795,0.31,96,12.25,18,0,1,1,Benign
5815,0.31,96,12.46,18,0,1,1,Benign
5810,0.31,96,12.41,18,0,1,1,Benign
5837,0.31,96,12.69,18,0,1,1,Benign
5839,0.31,96,12.71,18,0,1,1,Benign
5814,0.31,96,12.45,18,0,1,1,Benign
133,0.4,2,9.0,0,0,0,0,Benign
5801,0.31,96,12.31,18,0,1,1,Benign
5835,0.31,96,12.67,18,0,1,1,Benign
5773,0.31,96,12.02,18,0,1,1,Benign
5841,0.31,96,12.73,18,0,1,1,Benign
5802,0.31,96,12.32,18,0,1,1,Benign
5843,0.31,96,12.75,18,0,1,1,Benign
5774,0.31,96,12.03,18,0,1,1,Benign
5784,0.31,96,12.14,18,0,1,1,Benign
5761,0.31,96,11.9,18,0,1,1,Benign
5767,0.31,96,11.96,18,0,1,1,Benign
5786,0.31,96,12.16,18,0,1,1,Benign
5754,0.31,96,11.82,18,0,1,1,Benign
5789,0.31,96,12.19,18,0,1,1,Benign
5788,0.31,96,12.18,18,0,1,1,Benign
5794,0.31,96,12.24,18,0,1,1,Benign
5797,0.31,96,12.27,18,0,1,1,Benign
5783,0.31,96,12.13,18,0,1,1,Benign
5775,0.31,96,12.04,20,0,1,1,Benign
5805,0.31,96,12.35,18,0,1,1,Benign
6148,0.33,100,12.04,18,0,1,1,Benign
5769,0.31,96,11.98,19,0,1,1,Benign
5775,0.31,96,12.04,18,0,1,1,Benign
5763,0.31,96,11.92,18,0,1,1,Benign
5828,0.31,96,12.59,18,0,1,1,Benign
5760,0.31,96,11.89,18,0,1,1,Benign
5772,0.31,96,12.01,18,0,1,1,Benign
5764,0.31,96,11.93,18,0,1,1,Benign
6129,0.33,100,11.85,18,0,1,1,Benign
5833,0.31,96,12.65,18,0,1,1,Benign
5787,0.31,96,12.17,18,0,1,1,Benign
5829,0.31,96,12.6,18,0,1,1,Benign
5762,0.31,96,11.91,18,0,1,1,Benign
6123,0.33,100,11.79,18,0,1,1,Benign
5811,0.31,96,12.42,18,0,1,1,Benign
6135,0.33,100,11.91,18,0,1,1,Benign
6136,0.33,100,11.92,18,0,1,1,Benign
6114,0.33,100,11.7,18,0,1,1,Benign
5824,0.31,96,12.55,18,0,1,1,Benign
5780,0.31,96,12.09,18,0,1,1,Benign
6139,0.33,100,11.95,18,0,1,1,Benign
5766,0.31,96,11.95,18,0,1,1,Benign
5817,0.31,96,12.48,18,0,1,1,Benign
6144,0.33,100,12.0,18,0,1,1,Benign
5834,0.31,96,12.66,18,0,1,1,Benign
5747,0.31,96,11.75,18,0,1,1,Benign
5818,0.31,96,12.49,18,0,1,1,Benign
5806,0.31,96,12.36,18,0,1,1,Benign
6134,0.33,100,11.9,18,0,1,1,Benign
5820,0.31,96,12.51,18,0,1,1,Benign
5745,0.31,96,11.73,18,0,1,1,Benign
5746,0.31,96,11.74,18,0,1,1,Benign
5743,0.31,96,11.71,18,0,1,1,Benign
5785,0.31,96,12.15,18,0,1,1,Benign
5821,0.31,96,12.52,18,0,1,1,Benign
6108,0.33,100,11.64,18,0,1,1,Benign
5827,0.31,96,12.58,18,0,1,1,Benign
5812,0.31,96,12.43,18,0,1,1,Benign
6127,0.33,100,11.83,18,0,1,1,Benign
5819,0.31,96,12.5,18,0,1,1,Benign
5758,0.31,96,11.86,18,0,1,1,Benign
6140,0.33,100,11.96,18,0,1,1,Benign
6137,0.33,100,11.93,18,0,1,1,Benign
5757,0.31,96,11.85,18,0,1,1,Benign
5804,0.31,96,12.34,18,0,1,1,Benign
5800,0.31,96,12.3,18,0,1,1,Benign
5803,0.31,96,12.33,18,0,1,1,Benign
5830,0.31,96,12.61,18,0,1,1,Benign
5796,0.31,96,12.26,18,0,1,1,Benign
4420,0.3,100,13.91,6,0,1,0,Benign
1848,0.3,33,6.64,2,0,1,0,Benign
1849,0.3,33,6.67,2,0,1,0,Benign
4522,0.3,100,14.93,5,0,1,0,Benign
1841,0.3,33,6.42,2,0,1,0,Benign
1850,0.3,33,6.7,2,0,1,0,Benign
1852,0.29,33,6.76,2,0,1,0,Benign
266,0.06,11,7.55,1,1,0,0,Benign
254,0.07,11,6.45,0,1,0,0,Benign
239,0.07,11,5.09,0,1,0,0,Benign
263,0.05,11,7.27,0,1,0,0,Benign
266,0.05,11,7.55,0,1,0,0,Benign
241,0.06,11,5.27,0,1,0,0,Benign
258,0.06,11,6.82,0,1,0,0,Benign
232,0.07,11,4.45,0,1,0,0,Benign
422,0.1,11,9.91,3,0,0,0,Benign
1669,0.2,33,4.18,1,0,0,0,Benign
1389,0.3,23,10.87,3,0,0,0,Benign
52911,0.0,315,139.62,261,0,0,0,Benign
54218,0.0,326,137.95,241,0,0,0,Benign
53087,0.0,316,139.54,217,0,0,0,Benign
54185,0.0,326,137.88,241,0,0,0,Benign
54086,0.0,326,137.59,229,0,0,0,Benign
54106,0.0,326,137.64,211,0,0,0,Benign
54347,0.0,326,138.35,250,0,0,0,Benign
357,0.05,9,10.67,3,0,0,0,Benign
54075,0.0,326,137.54,266,0,0,0,Benign
242,0.06,11,5.36,0,1,0,0,Benign
55155,0.0,326,140.84,272,0,0,0,Benign
54195,0.0,326,137.88,222,0,0,0,Benign
19781,0.07,382,29.91,14,0,7,0,Benign
10637,0.08,198,29.71,11,0,3,0,Benign
11360,0.08,216,28.27,13,0,5,0,Benign
10056,0.08,187,31.24,10,0,3,0,Benign
53963,0.0,326,137.23,230,0,0,0,Benign
11721,0.08,215,34.12,10,0,3,0,Benign
13196,0.08,229,25.86,17,0,3,0,Benign
9777,0.08,182,31.1,10,0,3,0,Benign
38429,0.09,699,9.07,361,0,22,21,Benign
4842,0.19,88,12.48,11,0,1,0,Benign
11778,0.08,212,28.36,13,0,5,0,Benign
5140,0.18,111,11.74,11,0,1,0,Benign
4180,0.21,74,11.54,2,0,1,0,Benign
3484,0.12,55,12.36,42,0,1,0,Benign
96084,0.0,7902,6.13,34,1,11,0,Benign
6109,0.12,39,9.62,3,0,0,0,Benign
1311,0.1,18,15.39,0,0,0,0,Benign
25349,0.03,488,5.6,242,0,20,21,Benign
5475,0.08,119,8.34,20,0,3,0,Benign
4031,0.02,207,13.72,3,0,0,0,Benign
4664,0.02,238,14.29,3,0,0,0,Benign
222,0.06,11,3.55,0,1,0,0,Benign
1791,0.27,16,34.0,0,0,0,0,Benign
1906,0.26,16,41.19,0,0,0,0,Benign
348,0.44,6,5.17,0,0,0,0,Benign
1985,0.24,22,17.09,2,0,0,0,Benign
17103,0.51,109,11.75,19,0,4,0,Benign
17121,0.51,109,11.92,19,0,4,0,Benign
17119,0.51,109,11.9,19,0,4,0,Benign
3278,0.37,29,18.0,2,0,0,0,Benign
3201,0.38,29,15.34,2,0,0,0,Benign
3286,0.37,29,18.28,2,0,0,0,Benign
3282,0.37,29,18.14,2,0,0,0,Benign
3200,0.38,29,15.31,2,0,0,0,Benign
3284,0.37,29,18.21,2,0,0,0,Benign
3280,0.37,29,18.07,2,0,0,0,Benign
3285,0.37,29,18.24,2,0,0,0,Benign
3291,0.37,29,18.45,2,0,0,0,Benign
3289,0.37,29,18.38,2,0,0,0,Benign
3589,0.36,32,18.0,2,0,0,0,Benign
2043,0.2,25,16.88,6,0,0,0,Benign
3585,0.36,32,17.88,2,0,0,0,Benign
6650,0.22,89,16.78,42,0,0,0,Benign
20806,0.02,438,5.06,243,0,19,21,Benign
38445,0.09,682,9.62,335,0,22,21,Benign
6500,0.34,78,13.49,25,0,0,0,Benign
32109,0.06,647,12.2,248,0,19,21,Benign
1903,0.25,24,14.63,2,0,0,0,Benign
1030953,0.01,68095,10.69,32,0,5,0,Benign
783643,0.0,47211,9.73,12,0,0,0,Benign
14518,0.02,639,1.17,574,1,0,0,Malicious
15375,0.02,625,1.0,584,1,0,0,Malicious
14057,0.02,584,1.09,539,1,0,0,Malicious
12176,0.18,254,3.41,15,1,1,2,Malicious
3765,0.01,3,609.0,13,1,0,0,Malicious
4124,0.01,3,644.67,14,1,0,0,Malicious
3862,0.02,3,639.33,25,1,0,0,Malicious
10688,0.18,231,3.73,15,1,1,2,Malicious
9641,0.15,234,3.81,15,1,0,230,Malicious
16467,0.15,242,3.64,14,1,0,239,Malicious
15733,0.16,243,3.6,14,1,0,240,Malicious
11397,0.17,226,3.75,233,0,223,0,Malicious
11480,0.17,232,3.78,239,0,229,0,Malicious
10014,0.19,228,4.0,234,1,226,0,Malicious
10794,0.19,246,3.85,252,0,244,0,Malicious
10863,0.19,247,3.94,253,1,245,0,Malicious
10163,0.19,231,4.14,237,1,229,0,Malicious
9635,0.19,219,3.99,229,1,217,0,Malicious
5286,0.07,127,6.7,140,1,0,125,Malicious
5354,0.07,128,6.91,141,1,0,126,Malicious
6080,0.06,128,6.85,140,1,0,125,Malicious
5354,0.0,0,0.0,401,1,0,0,Malicious
14972,0.02,623,1.0,577,1,0,0,Malicious
49027,0.0,1762,1.62,16,0,4,0,Malicious
49169,0.0,1769,1.62,16,0,4,0,Malicious
15372,0.02,631,1.0,588,1,0,0,Malicious
15978,0.02,633,1.13,578,1,0,0,Malicious
50472,0.0,1834,1.6,16,0,4,0,Malicious
50107,0.0,1816,1.6,16,0,4,0,Malicious
49054,0.0,1763,1.62,16,0,4,0,Malicious
50012,0.0,1811,1.6,16,0,4,0,Malicious
49322,0.0,1776,1.62,16,0,4,0,Malicious
49588,0.0,1790,1.61,16,0,4,0,Malicious
49352,0.0,1778,1.61,16,0,4,0,Malicious
49325,0.0,1778,1.61,16,0,4,0,Malicious
50226,0.0,1823,1.6,16,0,4,0,Malicious
49129,0.0,1767,1.62,16,0,4,0,Malicious
49015,0.0,1762,1.62,16,0,4,0,Malicious
49902,0.0,1776,1.61,16,0,4,0,Malicious
49368,0.0,1780,1.61,16,0,4,0,Malicious
50070,0.0,1814,1.6,16,0,4,0,Malicious
49738,0.0,1798,1.61,16,0,4,0,Malicious
49536,0.0,1757,1.62,16,0,4,0,Malicious
50568,0.0,1839,1.59,16,0,4,0,Malicious
50619,0.0,1842,1.59,16,0,4,0,Malicious
50068,0.0,1815,1.6,16,0,4,0,Malicious
50143,0.0,1817,1.6,16,0,4,0,Malicious
49780,0.0,1800,1.61,16,0,4,0,Malicious
50412,0.0,1831,1.6,16,0,4,0,Malicious
