ControlFlow,Exceptions,Expressions,Functions,Literal,LogicalExpression,LoopControlFlow,Loops,ObjectExpressions,Pattern,Property,Return,Statements,ThisExpression,VariableDeclarator,arrayManipulation,avg_str_length,concatenation,dom_operations,encodingObfuscation,eval,file_length,funcArgsCallExpression,funcArgsPrimitiveVal,funcReturnString,funcSelfInvoking,stringCount,varConcatenation,varWithArrayExpression,varWithCallExpression,varWithLiteralString,varWithNewExpression,varWithObjExpression,varWithThisExpression,Class
37,4,343,30,213,31,1,7,23,0,57,22,74,1,39,5,21,15,5,0,0,5664,4,12,1,10,93,2,1,4,1,2,4,0,Benign
15,0,131,10,57,8,3,5,2,0,0,11,50,16,16,1,9,9,7,1,0,3184,0,2,0,0,14,1,0,1,0,0,0,0,Benign
341,64,3514,307,1106,187,18,34,200,0,507,311,587,446,424,63,6,114,6,77,0,46959,56,218,2,65,673,10,14,148,3,7,5,1,Benign
13,1,131,13,31,10,0,3,8,0,1,14,25,4,28,5,5,8,2,4,0,1676,4,9,0,1,25,0,1,3,2,1,5,0,Benign
69,2,2407,276,1022,148,0,20,91,0,464,139,479,242,186,25,4,66,27,30,0,27764,26,241,2,44,821,4,2,64,2,1,14,1,Benign
1,2,154,2,320,0,0,0,1,0,0,1,50,2,6,5,13,107,0,5,0,6593,0,15,0,0,288,1,1,0,0,3,0,1,Malicious
1,0,14,0,16,0,0,0,0,0,0,0,7,0,1,0,1632,6,3,0,1,71413,0,5,0,0,11,0,0,0,0,0,0,0,Malicious
1,0,23,0,18786,0,0,1,1,0,0,0,10,1,5,1,1,11,2,1,1,51976,0,2,0,0,110,0,1,0,2,1,0,0,Malicious
70,12,671,62,187,40,1,10,31,0,35,68,327,9,82,4,6,26,31,26,0,10500,8,47,0,18,116,0,5,19,2,2,7,0,Benign
27,0,601,55,347,19,3,1,31,0,85,7,122,8,47,1,9,34,24,1,0,10650,1,144,1,25,222,3,1,15,2,0,2,1,Benign
0,0,458,55,66,45,0,0,19,0,0,0,130,37,54,0,24,0,0,0,0,5627,18,40,0,36,59,0,0,36,0,0,0,0,Benign
1,0,16,1,213,0,0,1,1,0,91,1,9,1,9,0,350,20,1,1,1,75173,0,2,0,0,211,2,0,4,1,0,1,0,Malicious
0,0,7,1,137,1,0,0,38,0,37,1,2,0,0,0,30,0,0,0,0,5256,0,25,0,1,137,0,0,0,0,0,0,0,Benign
113,5,1713,122,241,71,4,10,76,0,163,104,422,294,74,5,12,20,5,13,0,38425,28,56,0,28,123,3,0,25,0,0,11,3,Benign
83,0,1615,110,328,63,6,11,47,0,130,65,335,281,119,17,7,29,8,14,0,22604,29,102,1,21,211,4,8,48,5,0,4,0,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61943,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
1,0,15,1,16772,0,0,1,1,0,91,1,9,1,9,0,3,34,1,0,1,102991,0,1,0,0,16770,2,0,3,1,1,1,0,Malicious
6,2,82,10,67,3,2,2,0,0,0,9,54,3,23,0,7,10,6,0,0,1860,3,6,2,1,38,0,0,4,5,3,0,0,Malicious
161,16,5044,273,867,267,1,11,125,0,275,139,567,678,450,10,9,187,53,7,0,50678,52,97,10,82,568,10,0,120,1,0,6,1,Benign
0,0,46,0,27,0,0,0,0,0,0,0,22,0,3,0,1239,0,0,0,1,32787,22,22,0,0,26,0,0,0,0,2,0,0,Malicious
46,10,1502,117,1623,53,12,11,45,0,71,56,245,33,450,0,3,900,2,0,0,21254,38,605,0,39,1051,132,5,39,79,0,14,0,Benign
0,0,25,0,27,0,0,0,0,0,0,0,23,0,2,0,510,0,0,0,1,17088,0,23,0,0,27,0,0,0,0,2,0,0,Malicious
1,0,18,0,3570,0,0,0,1,0,0,0,8,1,1,1,5,0,2,0,1,81427,1,6,0,0,3565,0,0,0,0,0,0,0,Malicious
1,0,16,1,18422,0,0,1,1,0,0,1,8,0,8,1,1,5,1,1,1,51784,0,1,1,0,102,0,1,3,2,1,0,0,Malicious
1,0,18,1,18675,0,0,1,1,0,0,1,8,1,8,1,1,8,0,1,1,52541,0,1,0,0,106,1,1,3,1,1,0,0,Malicious
717,68,6571,645,1682,374,26,99,250,0,697,697,2498,522,680,96,7,179,164,79,1,92129,61,345,5,114,832,17,31,209,16,8,27,5,Malicious
0,0,3,0,36,0,0,0,0,0,0,0,2,0,1,0,493,34,1,0,1,24078,0,1,0,0,35,1,0,0,0,0,0,0,Malicious
0,0,9,0,33976,0,0,1,1,0,0,0,3,0,4,1,0,0,0,1,1,78520,0,0,0,0,92,0,1,0,1,1,0,0,Malicious
1,0,105,1,102,0,0,0,0,0,0,2,5,0,24,3,176,0,0,0,1,15515,23,29,0,0,78,0,0,1,0,0,0,0,Malicious
0,0,54,0,31,0,0,0,0,0,0,0,26,0,3,0,1072,0,0,0,1,32748,26,26,0,0,30,0,0,0,0,2,0,0,Malicious
21,2,122,9,39,5,1,1,8,0,1,9,36,0,14,3,3,5,3,8,0,3415,5,14,0,2,25,0,0,4,0,0,0,0,Benign
2,2,374,7,336,0,2,4,1,0,0,6,187,1,30,2,58,9,6,1,1,10497,3,24,0,0,63,2,1,4,4,10,0,0,Malicious
3,0,90,12,32,9,0,1,8,0,6,6,19,1,6,2,13,1,1,1,0,1371,1,15,0,3,27,0,0,1,0,0,1,0,Benign
5,3,76,4,17,10,0,0,4,0,7,2,24,0,7,0,19,0,3,0,0,2388,2,6,0,3,14,0,0,3,0,0,1,0,Benign
1,0,23,0,17622,0,0,1,1,0,0,0,10,2,5,0,1,7,1,0,1,48839,0,2,0,0,105,0,1,0,2,1,0,0,Malicious
9,0,90,6,21,3,0,3,4,0,4,3,37,10,10,0,10,0,1,1,0,1240,0,6,0,1,6,0,1,1,0,0,0,0,Benign
35,0,429,27,227,1,0,0,19,0,57,5,150,23,19,0,11,5,19,2,0,14104,9,148,0,19,165,2,0,13,0,1,0,0,Benign
440,93,6100,551,1791,499,15,44,362,88,691,339,1084,219,765,200,8,124,80,201,0,77653,151,490,1,70,945,8,13,287,12,31,27,0,Benign
1,0,18,1,35562,0,0,1,1,0,92,1,9,2,8,0,1,17700,0,0,1,152470,0,1,0,0,35559,2,0,2,1,1,1,0,Malicious
2,4,644,7,604,0,4,6,2,0,0,6,306,7,35,2,11,18,7,1,0,15181,3,11,1,0,70,2,2,9,5,5,0,0,Malicious
4,0,55,16,18,3,0,1,8,0,10,6,41,0,7,0,11925,0,0,0,1,198206,0,8,0,5,16,0,0,1,0,0,2,0,Benign
9,0,67,6,30,7,0,0,1,0,4,2,28,3,7,0,17,0,0,0,0,1285,1,6,0,4,6,0,0,0,0,0,1,0,Benign
17,8,680,31,234,47,0,2,33,0,75,14,82,15,87,1,7,22,7,8,0,8766,41,106,0,4,164,2,0,33,3,0,8,0,Benign
741,121,8944,856,3394,911,46,108,408,0,871,530,1797,448,1987,34,8,184,97,55,0,109405,123,1112,1,150,1123,47,20,915,25,16,48,7,Benign
0,0,46,0,27,0,0,0,0,0,0,0,22,0,3,0,1220,0,0,0,1,32267,22,22,0,0,26,0,0,0,0,2,0,0,Malicious
17,0,419,49,152,18,0,2,16,0,34,11,113,7,42,0,17,9,12,1,0,5769,10,88,0,18,106,4,0,20,1,0,1,0,Benign
44,0,640,37,150,4,6,10,19,0,33,26,196,101,54,16,6,10,5,10,0,7231,9,42,1,9,98,0,7,11,4,0,3,0,Benign
13,2,148,10,57,8,0,4,3,0,0,3,52,0,29,3,11,23,19,0,0,4258,1,13,0,4,45,1,2,10,1,0,0,0,Benign
15,0,400,37,103,23,0,0,14,0,30,17,88,19,23,0,10,16,6,0,0,4562,1,49,0,18,71,0,0,8,0,0,1,0,Benign
43,0,518,41,267,15,0,0,9,0,46,5,213,18,64,0,12,11,30,0,0,8250,7,136,0,24,172,4,0,34,7,0,0,0,Benign
22,0,187,14,65,8,0,0,7,0,10,1,74,3,14,0,14,3,5,0,0,5779,2,42,0,7,51,2,0,5,0,0,0,0,Benign
19,2,279,19,763,8,5,11,20,0,0,12,116,3,70,0,79,62,2,9,1,27260,6,13,0,0,141,4,3,21,7,9,0,0,Malicious
1,0,16,0,3707,0,0,0,1,0,0,0,7,0,1,1,5,0,3,0,1,84669,1,6,0,0,3702,0,0,0,0,0,0,0,Malicious
0,0,8,0,17862,0,0,1,1,0,92,0,3,0,4,0,2,0,0,0,1,99336,0,0,0,0,17861,0,0,0,1,1,1,0,Malicious
1,0,6,0,14348,0,0,0,1,0,0,0,3,0,1,0,1,0,1,0,1,71894,1,2,0,0,14346,0,1,0,0,0,0,0,Malicious
0,2,19,0,30,0,0,1,0,0,0,0,15,1,15,0,387,17,2,0,0,16081,0,0,0,0,24,3,0,1,8,0,0,0,Malicious
15,0,249,10,4133,37,0,0,454,0,1985,8,73,0,21,2,28,4,29,0,0,197079,0,55,0,6,3568,0,0,4,0,0,0,0,Benign
8,0,143,10,59,1,0,0,2,0,4,2,49,4,8,0,15,0,3,0,0,2659,3,48,0,8,58,0,0,4,0,0,0,0,Benign
0,0,27,1,53,0,0,0,11,0,49,0,10,0,0,0,10,0,1,0,0,1986,0,8,0,1,8,0,0,0,0,0,0,0,Benign
90,0,1133,66,221,28,0,8,20,0,98,27,310,223,77,4,6,19,0,7,0,19425,9,65,0,16,131,4,3,26,0,0,2,0,Benign
1,0,16,1,18342,0,0,1,1,0,0,1,8,0,8,1,1,5,1,1,1,51577,0,1,1,0,102,0,1,3,2,1,0,0,Malicious
2,0,240,20,100,22,0,0,10,0,29,1,43,11,12,0,81,22,10,0,0,8067,2,50,0,14,71,0,0,1,0,0,1,0,Benign
597,38,8590,606,2198,1234,15,163,401,0,567,498,1155,410,925,125,6,283,12,94,0,107752,100,332,0,159,1005,23,35,101,8,14,30,16,Benign
0,0,3,0,36,0,0,0,0,0,0,0,2,0,1,0,492,34,1,0,1,24023,0,1,0,0,35,1,0,0,0,0,0,0,Malicious
1,0,5,0,5,0,0,0,0,0,0,0,3,0,0,0,1,2,1,0,1,134383,0,1,0,0,3,0,0,0,0,0,0,0,Malicious
0,0,9,0,34422,0,0,1,1,0,0,0,3,0,4,1,0,0,0,1,1,80600,0,0,0,0,92,0,1,0,1,1,0,0,Malicious
5,0,70,10,18,1,0,0,2,0,9,3,33,5,3,0,11,1,3,0,0,1863,1,12,0,2,13,0,0,3,0,0,0,0,Benign
669,38,10297,710,2581,1359,17,170,458,0,726,539,1328,609,972,129,6,369,23,115,0,113319,112,428,0,197,1212,25,39,122,13,16,36,21,Benign
36,0,549,49,219,18,0,0,14,0,19,8,218,0,46,0,12,24,46,4,1,18421,14,114,0,35,166,1,3,30,0,0,1,0,Benign
39,0,1650,72,681,57,0,4,37,0,69,5,235,118,62,2,14,65,46,6,0,30271,15,464,0,44,593,8,4,21,3,3,0,0,Benign
10,0,80,2,42,1,4,2,0,0,0,0,33,0,12,0,4,7,7,0,0,1776,0,20,0,0,19,0,0,0,0,5,0,0,Benign
5,0,71,10,27,1,0,0,3,0,6,1,39,2,8,1,15,3,2,1,0,1496,0,18,0,6,23,0,0,5,0,0,0,0,Benign
54,5,366,37,322,33,4,2,96,0,179,37,72,2,120,18,16,0,0,16,0,10472,3,56,0,8,252,0,4,20,1,1,7,0,Benign
19,2,489,20,505,8,5,11,20,0,0,13,117,3,68,2,79,58,2,10,1,25577,6,15,0,0,138,3,3,20,8,9,0,0,Malicious
0,0,6,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,59754,1,2,0,0,1,0,0,0,0,0,0,0,Malicious
0,0,8,0,17630,0,0,1,1,0,92,0,3,0,4,0,2,0,0,0,1,97949,0,0,0,0,17629,0,0,0,1,1,1,0,Malicious
1,0,18,0,3695,0,0,0,1,0,0,0,8,1,1,1,5,0,2,0,1,84288,1,6,0,0,3690,0,0,0,0,0,0,0,Malicious
6,0,90,10,53,0,0,0,5,0,22,3,35,1,15,1,11,0,9,1,0,2918,0,22,0,10,27,1,1,8,0,0,1,1,Benign
1,0,2,0,11649,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,112436,0,0,0,0,11648,0,1,0,0,0,0,0,Malicious
1,0,111,7,49,0,0,0,0,0,0,0,28,4,9,0,7,9,4,0,0,2051,0,33,0,7,39,0,0,8,0,0,0,0,Benign
164,2,2451,152,1152,46,3,19,39,0,135,39,853,70,214,13,12,129,58,19,0,60244,35,729,5,77,929,21,6,89,7,6,1,1,Benign
0,0,2,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,60388,0,1,0,0,1,0,0,0,1,0,0,0,Malicious
346,52,9387,521,1894,686,8,44,331,0,654,301,1053,1138,705,63,10,235,105,49,0,97291,104,360,12,162,1090,23,21,193,16,2,77,8,Benign
2,4,617,7,592,0,4,5,2,0,0,6,304,1,35,2,9,18,6,1,0,11585,3,8,1,0,61,2,2,4,5,10,0,0,Malicious
14,4,359,20,384,11,4,8,5,0,4,20,102,5,36,2,6,48,1,14,0,7904,2,12,0,0,213,4,2,9,0,4,2,1,Malicious
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63875,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
6,0,137,9,50,3,0,0,5,0,10,0,45,13,8,0,17,8,5,0,0,3330,1,32,0,8,45,2,0,6,0,0,0,0,Benign
6,0,111,15,38,4,0,0,0,0,0,1,51,3,6,0,8,1,4,0,0,5112,5,30,0,8,30,0,0,4,0,0,0,0,Benign
0,0,8,0,17869,0,0,1,1,0,92,0,3,0,4,0,2,0,0,0,1,99334,0,0,0,0,17868,0,0,0,1,1,1,0,Malicious
1,0,19,1,37349,0,0,1,1,0,0,1,9,1,9,1,0,103,1,1,1,89960,0,1,0,0,201,2,1,3,1,1,0,0,Malicious
18,0,123,7,59,7,0,2,0,0,0,2,46,0,14,0,18,20,17,4,0,4633,0,27,0,1,50,2,0,4,1,1,0,0,Benign
5,0,143,12,70,10,0,2,1,0,5,3,27,3,19,0,9,15,4,4,0,1959,1,39,1,6,56,1,0,12,1,0,1,0,Benign
10,0,261,14,70,1,0,0,4,0,9,2,78,5,26,0,39,0,33,0,0,8502,1,44,0,7,56,0,0,14,1,0,4,0,Benign
1,0,15,1,17288,0,0,1,1,0,91,1,9,1,9,0,3,34,1,0,1,106260,0,1,0,0,17286,2,0,3,1,1,1,0,Malicious
1,0,18,1,34330,0,0,1,1,0,92,1,9,2,8,0,1,17084,0,0,1,145437,0,1,0,0,34327,2,0,2,1,1,1,0,Malicious
22,2,337,23,832,11,5,13,24,0,8,17,139,4,77,6,59,64,0,9,1,29071,7,12,0,0,187,5,5,22,7,9,2,1,Malicious
0,0,176,1,177,0,0,0,0,0,0,1,89,0,0,0,1,0,0,0,0,173624,0,0,0,0,176,0,0,0,0,0,0,0,Malicious
12,4,330,17,374,10,4,7,6,0,7,14,106,9,39,8,21,44,2,22,0,18879,5,18,0,0,241,2,1,13,1,5,2,1,Malicious
1,0,10,0,6,0,0,0,0,0,0,0,4,0,0,2,1,2,1,0,1,84350,0,2,0,0,4,0,0,0,0,0,0,0,Malicious
1,0,105,1,129,0,0,0,0,0,0,2,5,0,24,1,360,1,0,0,1,77623,23,29,0,0,82,0,0,1,0,0,0,0,Malicious
51,0,744,13,436,89,0,0,129,0,162,9,24,0,114,6,30,0,0,5,0,10502,3,64,0,5,99,0,0,64,0,0,0,0,Benign
8,0,111,3,30,0,0,0,1,0,3,0,36,8,0,0,17,6,0,0,0,1947,0,24,0,0,30,0,0,0,0,0,0,0,Benign
159,8,1775,165,614,111,10,20,51,0,129,97,552,139,198,21,8,83,50,24,0,57045,54,162,2,32,409,7,2,26,4,12,10,13,Benign
17,0,148,13,45,1,4,0,10,0,16,1,59,3,12,1,15,7,10,0,0,6180,3,18,0,10,31,0,0,7,0,1,0,0,Benign
4,2,61,8,19,5,0,0,4,0,0,3,35,0,11,0,21,2,8,1,0,1060,1,11,0,1,13,0,0,2,1,1,1,0,Benign
339,20,7604,451,1626,546,5,23,301,0,406,298,1156,858,916,24,8,282,117,60,0,81993,122,215,0,132,1033,100,7,161,151,4,38,1,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61846,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
1,0,25,4,14,0,0,0,0,0,0,0,18,0,2,0,14,0,3,0,0,2320,0,10,0,0,11,0,0,1,0,0,0,0,Benign
87,4,779,90,280,108,8,5,28,0,44,72,158,8,123,3,8,8,23,7,0,14261,23,50,0,24,130,4,1,24,4,1,3,0,Benign
0,0,46,0,27,0,0,0,0,0,0,0,22,0,3,0,1243,0,0,0,1,32896,22,22,0,0,26,0,0,0,0,2,0,0,Malicious
194,10,7762,559,2903,512,1,14,276,0,570,108,1205,224,679,30,13,391,183,41,0,95622,59,1577,1,387,2112,19,11,289,65,4,24,3,Benign
10,0,116,10,51,5,0,2,7,0,22,3,47,2,19,4,8,6,1,0,0,4147,1,19,0,2,35,0,2,9,0,2,2,0,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177583,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
76,10,1352,118,261,121,0,10,64,0,165,74,209,55,225,4,10,32,21,6,0,16885,34,39,1,32,123,8,2,39,0,1,3,10,Benign
232,0,2362,66,1112,246,28,22,48,0,96,39,256,42,195,24,7,173,11,15,0,25717,51,243,0,35,564,12,6,42,7,6,4,0,Benign
1,0,3,1,11349,0,0,0,1,0,0,1,3,0,1,0,2,0,0,0,1,81211,0,0,0,0,11348,0,1,0,0,0,0,0,Malicious
0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,20501,0,0,1,0,63414,0,1,0,0,3,0,0,1,1,0,0,0,Malicious
5,0,46,5,16,2,0,0,10,0,22,6,21,0,7,0,20,0,0,0,0,3426,0,2,0,0,14,0,0,4,0,0,0,0,Benign
37,0,547,38,139,8,0,1,13,0,45,4,188,103,15,1,11,18,9,2,0,12438,4,47,0,17,104,2,0,3,1,0,2,0,Benign
0,0,11,0,17184,0,0,1,1,0,92,0,4,0,4,0,2,2,0,0,1,93646,0,0,0,0,17179,0,0,0,1,1,1,0,Malicious
12,0,248,17,86,0,0,0,8,0,33,7,87,7,29,0,12,2,13,6,0,7021,4,55,0,3,71,0,0,21,0,0,4,0,Benign
31,0,159,8,91,6,0,0,16,0,19,1,95,3,36,0,6,13,2,0,0,6469,0,14,0,6,49,2,0,3,0,0,1,0,Benign
140,18,1179,65,428,141,1,6,42,0,97,46,424,46,124,11,6,45,5,13,0,27907,6,67,1,8,296,2,3,21,4,4,2,2,Benign
10,6,117,16,49,21,0,2,12,0,8,10,35,2,22,4,17,0,0,2,0,1982,1,2,0,7,28,0,1,4,0,1,0,0,Benign
678,52,9158,597,2342,1308,13,174,398,0,532,509,1149,431,972,108,7,278,19,104,0,95832,92,369,0,161,1078,21,36,111,13,12,29,17,Benign
1,0,23,0,17797,0,0,1,1,0,0,0,10,2,5,0,1,7,1,0,1,49300,0,2,0,0,106,0,1,0,2,1,0,0,Malicious
1,0,18,1,17776,0,0,1,1,0,92,1,9,2,8,0,2,27,0,0,1,98224,0,1,0,0,17773,2,0,2,1,1,1,0,Malicious
10,6,162,19,156,0,4,2,3,0,0,14,69,0,29,0,16,56,2,14,0,3936,4,9,1,0,34,4,3,14,2,0,0,0,Malicious
1,0,158,6,51,0,0,0,0,0,0,1,32,17,2,0,25,2,1,0,0,2447,1,47,0,6,47,0,0,1,0,0,0,0,Benign
0,0,46,0,27,0,0,0,0,0,0,0,22,0,3,0,1246,0,0,0,1,32935,22,22,0,0,26,0,0,0,0,2,0,0,Malicious
1,0,2,0,11873,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,114593,0,0,0,0,11872,0,1,0,0,0,0,0,Malicious
19,2,279,19,763,8,5,11,20,0,0,12,116,3,70,0,78,62,2,9,1,26956,6,13,0,0,141,4,3,21,7,9,0,0,Malicious
1,0,21,0,18432,0,0,1,1,0,0,0,10,1,5,0,1,8,2,0,1,50949,0,2,0,0,106,0,1,0,2,1,0,0,Malicious
31,9,498,37,154,23,5,4,10,0,34,6,95,59,32,1,8,15,23,6,0,5859,0,39,0,9,100,1,1,1,0,1,0,0,Benign
11,2,308,14,80,50,0,6,11,0,9,5,65,1,59,7,6,6,5,6,0,3482,3,24,0,3,38,2,4,9,0,0,2,0,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61558,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
1,0,105,1,129,0,0,0,0,0,0,2,5,0,24,1,366,1,0,0,1,78055,23,29,0,0,82,0,0,1,0,0,0,0,Malicious
18,0,187,11,71,7,0,0,4,0,12,6,80,37,10,0,11,35,0,0,0,6523,1,13,1,2,57,0,0,4,1,0,0,1,Benign
192,22,2523,128,699,253,4,16,86,0,88,91,509,141,225,31,10,48,41,17,0,49263,21,316,2,55,490,4,10,74,3,1,4,6,Benign
110,0,1314,66,519,25,0,0,21,0,43,3,454,43,73,0,15,63,15,5,0,30762,9,338,0,43,467,6,0,43,2,0,7,0,Benign
1,0,16,1,18452,0,0,1,1,0,0,1,8,0,8,1,1,5,1,1,1,51893,0,1,1,0,102,0,1,3,2,1,0,0,Malicious
19,2,488,19,511,8,5,11,20,0,0,12,117,3,69,1,76,65,2,9,1,24377,6,14,0,0,142,4,3,20,7,9,0,0,Malicious
21,0,398,29,410,9,0,5,111,0,280,24,103,3,37,0,18,7,0,1,0,31272,2,161,0,11,392,0,2,17,0,0,0,0,Benign
1,0,105,1,129,0,0,0,0,0,0,2,5,0,24,1,365,1,0,0,1,78069,23,29,0,0,82,0,0,1,0,0,0,0,Malicious
12,0,259,19,81,0,4,4,16,0,30,9,76,3,16,2,17,6,5,8,0,7556,2,36,0,11,59,1,1,6,0,0,3,0,Benign
1,0,3,1,11581,0,0,0,1,0,0,1,3,0,1,0,2,0,0,0,1,82851,0,0,0,0,11580,0,1,0,0,0,0,0,Malicious
50,0,1445,118,280,48,4,19,61,0,147,47,274,231,193,16,9,67,2,10,0,15974,3,60,0,22,147,17,5,47,2,0,5,9,Benign
12,4,343,17,383,10,4,7,6,0,4,14,102,9,38,7,7,44,1,22,0,8150,5,16,0,0,237,2,1,12,1,5,2,1,Malicious
0,0,57,1,31,0,0,0,0,0,0,1,28,0,1,1,609,0,0,0,1,19514,26,28,0,0,31,0,0,0,0,1,0,0,Malicious
8,3,202,21,53,18,0,1,16,0,14,14,41,7,12,2,11,5,10,1,0,2849,2,18,0,4,37,0,0,5,0,0,2,0,Benign
0,0,2,0,4,0,0,0,0,0,0,0,0,0,3,0,15558,0,0,0,0,66507,0,1,0,0,4,0,0,1,1,0,0,0,Malicious
175,0,4313,120,1003,275,7,18,87,0,153,25,286,105,203,13,10,99,24,9,0,48337,36,276,0,28,432,5,1,20,0,0,4,0,Benign
4,0,47,3,16,1,0,0,0,0,0,0,21,1,6,0,20,1,2,0,0,1101,0,13,0,0,13,0,0,2,0,0,0,0,Benign
0,0,5,0,2,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,58303,1,1,0,0,2,0,0,0,0,0,0,0,Malicious
67,8,1226,70,331,101,6,17,48,0,59,42,162,53,134,19,9,51,12,10,0,13107,16,68,0,23,193,6,9,20,5,3,4,2,Benign
1,0,21,0,18154,0,0,1,1,0,0,0,10,1,5,0,1,8,2,0,1,50211,0,2,0,0,106,0,1,0,2,1,0,0,Malicious
93,0,1338,58,461,96,8,3,38,0,87,29,152,172,117,5,7,76,3,5,0,12507,13,47,0,13,169,12,0,16,3,4,4,17,Benign
1,2,75,10,85,0,1,1,1,0,0,1,43,0,0,1,80,18,0,9,1,7251,11,10,0,0,65,0,0,0,0,0,0,0,Malicious
1,0,2,0,11877,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,114624,0,0,0,0,11876,0,1,0,0,0,0,0,Malicious
270,2,7230,393,1556,433,11,23,167,0,490,164,1232,617,387,22,11,146,32,36,0,74914,88,538,0,84,824,9,2,52,0,1,9,1,Benign
6,0,118,15,70,22,0,0,7,0,14,3,28,1,23,6,9,3,8,0,0,2023,3,20,0,1,35,2,0,1,0,3,0,0,Benign
18,4,308,23,858,9,5,10,5,0,8,17,120,4,54,0,37,58,0,11,1,23785,7,16,0,0,279,4,2,19,5,7,2,1,Malicious
1,0,18,1,35522,0,0,1,1,0,92,1,9,2,8,0,1,17680,0,0,1,152315,0,1,0,0,35519,2,0,2,1,1,1,0,Malicious
312,78,3693,477,1313,404,5,34,147,0,185,303,896,108,839,36,8,52,9,44,0,44303,55,507,2,64,473,17,10,410,3,7,14,0,Benign
19,2,497,20,475,8,5,11,2,0,0,13,119,3,66,2,80,54,2,11,1,24678,8,14,0,0,134,3,1,20,8,9,0,0,Malicious
597,38,8590,606,2198,1234,15,163,401,0,567,498,1155,410,925,125,6,283,12,94,0,107753,100,332,0,159,1005,23,35,101,8,14,30,16,Benign
22,0,727,40,365,8,0,4,97,23,156,23,67,4,97,1,36,0,0,0,0,14501,40,103,0,14,142,0,4,74,1,0,0,0,Benign
21,2,329,21,800,11,5,12,23,0,0,13,131,4,79,6,72,56,0,8,1,29182,7,12,0,0,157,5,5,22,8,10,1,1,Malicious
19,6,133,14,89,5,0,0,1,0,0,3,75,6,28,0,9,43,21,0,0,5702,0,9,0,3,79,5,0,2,10,0,0,0,Benign
11,0,156,12,89,5,0,1,5,0,8,5,59,1,13,2,13,7,2,4,0,2600,2,63,0,5,74,0,3,5,0,1,0,0,Benign
0,0,16165,1,16167,0,0,1,1,0,0,1,92,0,91,0,1,4,0,0,1,129903,0,0,0,0,94,1,1,0,1,0,0,0,Malicious
3,2,91,15,161,0,2,3,6,0,0,6,147,0,15,0,191,7,1,5,0,25389,4,6,0,0,114,4,3,3,0,0,0,0,Malicious
2,0,49,4,22,3,0,0,0,0,0,0,10,1,1,0,40,3,4,1,0,1139,0,16,0,4,19,1,0,0,0,0,0,0,Benign
0,0,96,0,17630,0,0,1,2,0,92,0,2,0,4,0,4,3,0,0,1,132193,0,0,0,0,17537,0,1,0,1,0,1,0,Malicious
301,4,3683,161,1675,363,5,4,142,0,154,82,358,124,488,18,8,405,41,7,0,40320,44,156,0,55,759,43,54,154,20,1,5,0,Benign
41,0,409,19,141,10,0,2,9,0,17,7,141,89,11,1,14,26,17,0,0,6923,0,36,0,5,62,0,0,2,0,0,0,0,Benign
0,0,2,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,60768,0,1,0,0,1,0,0,0,1,0,0,0,Malicious
1,0,15,1,17272,0,0,1,1,0,91,1,9,1,9,0,2,40,1,0,1,93924,0,1,0,0,17270,2,0,3,1,1,1,0,Malicious
199,51,7551,657,1488,321,8,8,228,50,566,205,1206,1196,622,8,22,23,108,18,0,98704,88,578,0,94,1002,18,5,227,120,28,24,0,Benign
65,2,1230,97,556,21,0,1,2,0,4,29,418,44,33,0,25,9,13,2,0,24552,15,465,0,59,484,7,0,22,0,0,0,0,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147809,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
25,0,340,28,112,14,0,0,20,0,40,8,121,44,35,0,8,20,6,2,0,9198,9,31,0,11,87,1,0,15,4,0,2,1,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64410,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
0,0,16040,1,16042,0,0,1,1,0,0,1,91,0,90,0,1,4,0,0,1,129351,0,0,0,0,93,1,1,0,1,0,0,0,Malicious
0,0,8,0,17670,0,0,1,1,0,92,0,3,0,4,0,2,0,0,0,1,97903,0,0,0,0,17669,0,0,0,1,1,1,0,Malicious
